user_id,followers,following,posts,likes_received,comments_received,mentions,shares,account_age_days,region,engagement_rate,degree_centrality,betweenness_centrality,influence_score
U00295,272524,7336,4473,1130738,168780,1248,24283,2092,Central,724.57,0.394,0.138,29.7
U00296,260360,9185,985,4246114,120307,4438,29041,2439,Central,1861.9,0.407,0.295,32.3
U00297,424896,8168,1009,1548181,60743,5821,6316,3978,North,435.85,0.367,0.101,39.1
U00298,219483,7334,2709,4333478,113354,2338,35419,3454,West,2232.62,0.725,0.39,37.7
U00299,142315,7667,2734,4956965,25924,1379,5258,467,West,3574.15,0.694,0.116,26.2
U00300,10854,8049,182,3590637,67550,2488,41938,688,West,36189.65,0.39,0.209,13.1
U00301,181870,2898,2235,4775554,147045,665,45998,3016,South,3030.05,0.247,0.081,19.3
U00302,413154,7212,4488,712020,170233,2422,32007,4197,West,378.35,0.705,0.538,53.8
U00303,5007,2002,819,3274145,44134,5335,27231,4814,East,69784.64,0.605,0.036,13.9
U00304,448085,3590,4100,259512,182149,8015,36590,4475,South,4696.451453900709,0.447,0.158,43.5
U00305,271436,9345,2236,3261260,121090,8730,12445,3262,North,1424.53,0.581,0.189,34.4
U00306,70167,2837,2622,1703826,45853,6730,46059,1211,South,2754.95,0.58,0.429,25.1
U00307,151124,8437,3208,4849608,155815,3560,44063,436,South,3724.52,0.275,0.236,20.8
U00308,277040,4230,3528,2475349,176206,9339,34777,3687,East,1211.51,0.331,0.117,28.4
U00309,157880,2106,3187,3812205,54484,9192,49944,4545,East,2587.15,0.451,0.219,24.5
U00310,54332,979,519,1513104,21148,3578,15142,2043,North,2979.49,0.063,0.13,7.7
U00311,333011,5486,1476,374340,56927,103,44210,670,West,197.88,0.381,0.416,39.3
U00312,336136,4518,4226,3711034,151308,4337,1699,3666,North,1329.09,0.292,0.13,32.0
U00313,59481,5118,200,1108700,12322,4657,37379,1863,East,1967.5,0.484,0.212,18.1
U00314,140652,440,3576,3612217,57835,6768,14473,3202,North,2773.77,0.225,0.033,15.0
U00315,121974,2688,2602,2323238,63969,1467,48103,932,Central,2166.91,0.536,0.332,25.9
U00316,329728,49,599,4859622,3338,5447,28360,1801,South,1478.88,0.495,0.03,33.6
U00317,365161,3031,613,1763060,119490,3157,9869,3617,North,646.43,0.43,0.041,35.0
U00318,363510,9315,4903,2002865,161207,4954,15743,4288,South,772.71,0.544,0.079,37.9
U00319,469383,1531,155,3702575,31159,237,43884,1346,East,822.01,0.568,0.04,45.0
U00320,384335,6896,112,3928638,177320,5283,40226,4003,West,1252.87,0.402,0.196,38.9
U00321,160373,67,83,628876,190616,353,17936,1327,North,986.42,0.457,0.133,23.0
U00322,53915,5622,3142,3705999,174132,8532,13125,3687,South,8488.5,0.314,0.104,12.2
U00323,307340,9210,4631,2457198,144483,7128,1611,2085,North,1034.56,0.312,0.203,31.8
U00324,458010,3417,858,4943747,89608,9206,6171,3516,South,1177.22,0.766,0.23,52.0
U00325,487578,1979,3978,3155232,40780,6545,1618,1451,South,688.94,0.41,0.179,45.9
U00326,115145,5709,3596,3868076,182597,9788,16498,440,East,4152.17,0.448,0.195,21.0
U00327,118265,2796,1148,1719527,106123,2083,9391,3929,North,1902.61,0.435,0.234,21.7
U00328,18754,8916,352,1417872,90401,60,1010,66,West,9970.02,0.524,0.094,13.8
U00329,70674,8491,2439,3925382,78288,9011,38974,2647,West,6107.99,0.341,0.032,12.5
U00330,277448,6527,405,76361,43643,6596,43960,319,Central,106.17,0.36,0.1,28.6
U00331,273424,6394,567,2902176,76470,6879,44833,2792,East,1201.25,0.637,0.16,35.1
U00332,185492,6028,2331,4840830,159644,2901,41841,571,East,3040.03,0.153,0.124,18.6
U00333,155012,7355,4078,4955893,111997,3361,6398,833,West,3558.33,0.487,0.19,24.4
U00334,414903,4607,4970,3580345,79105,6789,8219,4925,Central,958.26,0.286,0.078,36.3
U00335,230043,9697,3139,2486542,21630,4076,42269,4570,North,1127.91,0.048,0.096,19.0
U00336,404135,3463,1382,4063033,82991,760,754,2248,North,1108.04,0.434,0.143,39.8
U00337,481607,99,1641,73323,43062,2925,37773,1763,South,59.93,0.219,0.507,48.2
U00338,158603,6988,3062,3966220,79542,3843,6301,3486,North,2751.46,0.183,0.025,15.3
U00339,101409,6625,866,949871,29936,8305,2611,1905,East,1084.26,0.969,0.143,29.3
U00340,476452,9809,2592,3678805,189559,3439,39020,782,North,971.05,0.558,0.107,46.7
U00341,31743300,3959,3844,1740064,34795,4939,36569,1234,North,602.97,0.563,0.18,37.1
U00342,145494,4253,4210,3757372,24831,5979,4258,3097,West,2667.81,0.439,0.133,21.7
U00343,310948,5624,295,3016453,131043,1353,1918,4802,North,4696.451453900709,0.211,0.365,33.3
U00344,257552,3928,1442,4647290,68759,5820,44166,3271,South,1937.89,0.417,0.347,33.3
U00345,452770,7850,1274,3937151,199232,2017,13129,3047,North,1089.58,0.379,0.401,47.3
U00346,128019,4286,2774,4570556,80817,8781,48455,3930,West,3885.83,0.065,0.253,15.4
U00347,495691,7838,926,756155,130221,2965,26545,332,Central,4696.451453900709,0.808,0.11,53.1
U00348,468024,4261,4753,1896133,166831,3044,48938,3125,West,583.36,0.432,0.159,44.6
U00349,90391,2258,4585,2187065,196944,4031,45462,987,East,3508.92,0.283,0.209,16.2
U00350,82345,9906,1662,154807,161922,3604,30790,2121,South,1171.18,0.475,0.404,23.4
U00351,266601,5269,2035,113865,115401,5926,5267,2417,North,259.14,0.174,0.215,26.4
U00352,22503,7070,2197,193407,162882,7229,44858,3656,South,4478.39,0.262,0.097,8.8
U00353,149434,5916,213,3836125,56661,9641,17415,963,East,2756.67,0.757,0.077,27.2
U00354,217576,3598,4444,2233191,174035,8881,12601,4773,North,1426.33,0.346,0.212,26.4
U00355,484688,9721,3896,3758517,174460,2619,28845,3037,Central,955.42,0.446,0.145,45.8
U00356,496188,3721,1662,4174897,76768,6038,17862,1760,West,918.75,0.471,0.091,46.0
U00357,75812,9930,2737,180555,13438,3284,37010,1560,North,326.78,0.415,0.271,19.0
U00358,445844,4313,1903,4238056,136931,8054,13249,535,Central,1104.13,0.342,0.069,39.4
U00359,45509,236,1140,1128305,20485,239,45769,1767,South,2704.31,0.904,0.303,27.4
U00360,374316,376,1520,2021947,3480,9949,4979,611,West,544.82,0.302,0.134,34.9
U00361,422829,9736,535,4814621,189524,3725,23442,3939,Central,1362.78,0.271,0.216,39.4
U00362,445401,5282,4047,1508058,113525,7445,48023,3975,South,466.02,0.548,0.343,49.0
U00363,111747,3882,3273,4699256,130037,6750,42044,2636,Central,4787.06,0.193,0.088,13.5
U00364,446728,8115,4651,2533007,176097,3670,41015,4823,Central,4696.451453900709,0.654,0.305,50.5
U00365,58034,6175,32,66723,185792,9630,30851,591,East,1715.66,0.41,0.189,16.1
U00366,259453,6609,3155,4162716,191303,2671,28467,4396,West,1973.08,0.476,0.219,32.1
U00367,234799,6857,2801,221693,26577,7401,10202,1878,North,151.01,0.509,0.075,28.1
U00368,157998,1992,3118,3182480,64784,9286,14891,3797,Central,2219.25,0.382,0.246,23.6
U00369,11105,891,4948,2291862,153652,1179,28979,4484,South,27553.77,0.633,0.193,17.6
U00370,386017,7283,1950,699029,5756,9170,15331,664,South,188.54,0.58,0.118,41.0
U00371,167825,227,705,2573062,46962,8900,15690,4235,Central,1673.09,0.553,0.283,28.5
U00372,330847,7197,62,1811169,102956,3797,33951,4960,South,703.03,0.147,0.225,30.6
U00373,205139,1308,2460,492625,68670,8386,35182,3806,West,407.51,0.38,0.143,24.8
U00374,186860,2632,869,2777129,34558,63,24804,755,South,1578.67,0.428,0.263,26.9
U00375,443153,7080,705,219255,179798,1890,14227,4222,South,252.34,0.798,0.152,50.0
U00376,47278,6232,737,2691312,89586,7524,8815,1410,Central,6639.82,0.167,0.126,9.2
U00377,368321,7817,1384,1130027,82251,9343,13142,484,North,418.46,0.322,0.179,35.8
U00378,373407,6113,579,4153170,131489,1260,16488,3229,West,1288.3,0.666,0.127,42.0
U00379,190026,488,2429,4751285,134107,7140,47268,637,North,2853.18,0.262,0.359,25.8
U00380,131267,8399,3270,4660858,98530,1029,16129,2857,Central,3925.94,0.318,0.225,20.1
U00381,270300,2165,1446,4688459,177455,7828,45434,122,West,206203.18,0.785,0.221,22.4
U00382,468409,1369,681,502315,59196,8963,26922,3710,West,170.43,0.523,0.105,45.4
U00383,473868,8786,2862,2548779,174174,4591,22587,651,West,721.64,0.622,0.376,53.1
U00384,120523,1956,428,1122037,173662,1007,13386,3363,North,1651.41,0.595,0.365,27.7
U00385,16003,5365,3687,483551,1781,2006,38273,4123,South,3077.08,0.473,0.162,13.9
U00386,61422,4864,1912,1960784,150940,5070,42126,512,West,4420.96,0.468,0.385,21.4
U00387,33868,7697,2049,2146545,31643,7991,49103,218,East,6804.92,0.627,0.2,19.0
U00388,415564,451,1245,1481990,97119,5195,41018,4393,North,473.47,0.281,0.075,36.2
U00389,445961,1075,1414,570826,183724,4774,4431,2341,West,333.98,0.797,0.341,54.0
U00390,76684,4161,729,2041452,39110,6003,43966,2542,South,2917.13,0.343,0.016,12.6
U00391,373382,4737,2790,776803,112483,9674,30308,1258,West,358.67,0.655,0.062,40.5
U00392,89675,7884,730,203606,155532,7894,25656,2393,West,1094.23,0.551,0.23,21.9
U00393,183636,6061,3402,2256515,96039,1533,12674,4167,South,1490.28,0.341,0.338,26.5
U00394,299711,1495,1281,330066,15628,1964,25325,4224,North,136.2,0.547,0.276,37.4
U00395,359977,9789,2827,4829800,13051,3554,40000,4020,Central,1359.82,0.475,0.332,41.4
U00396,437287,4604,2684,4191807,103573,2710,29458,1469,West,1077.02,0.097,0.09,34.4
U00397,22440,9646,3167,4629436,5010,7355,5070,3836,North,20740.99,0.433,0.215,14.7
U00398,98257,9897,3790,512908,3093,9922,37780,2266,North,537.74,0.2,0.325,17.4
U00399,140290,526,2802,2324931,190682,5722,39440,1909,East,2336.81,0.551,0.269,26.2
U00400,155196,5064,4263,4120375,106584,8902,33614,1651,Central,2998.32,0.422,0.372,26.8
U00401,499014,4226,1295,2877644,94770,4332,10030,4630,South,671.62,0.625,0.133,50.1
U00402,388713,4988,3757,1532560,20079,6880,14762,890,East,420.09,0.311,0.086,35.2
U00403,160242,3106,1714,4157734,157283,7016,22800,4482,West,3085.41,0.191,0.102,17.1
U00404,485914,5592,3141,1546116,102085,2937,43463,4563,Central,423.23,0.235,0.183,42.4
U00405,249678,4927,2459,4869145,44000,7333,40691,3264,East,2038.28,0.854,0.086,36.3
U00406,250395,1868,4538,503735,150577,5353,4772,161,East,501.85,1.0,0.13,40.1
U00407,216877,2892,1356,3529995,47414,5772,3373,3074,North,1736.95,0.85,0.076,33.7
U00408,71991,1480,2598,66316,100623,2521,2482,603,East,790.96,0.142,0.117,10.2
U00409,467189,8437,822,4571397,112051,3191,46408,1704,East,1098.41,0.175,0.323,42.7
U00410,7017,6776,3166,1776443,55801,8579,43192,404,Central,29288.23,0.237,0.087,7.3
U00411,87180,3881,184,101972,175205,6187,10867,3687,East,1121.8,0.605,0.253,23.3
U00412,114866,3963,2058,4176784,140704,1303,45809,2434,West,4248.66,0.872,0.089,27.3
U00413,139684,800,49,4837318,57715,5452,25036,4694,East,3669.61,0.631,0.252,27.5
U00414,65954,2906,1636,4599777,31316,6185,15663,3427,East,7211.52,0.488,0.17,17.8
U00415,9029,9244,2420,2428690,65759,7976,36728,1601,North,30536.93,0.265,0.214,10.5
U00416,338845,323,1658,307927,93072,8529,3450,3882,East,228.21,0.393,0.595,43.5
U00417,484656,1469,1929,1138855,110125,6534,6174,1451,South,348.59,0.468,0.359,50.5
U00418,60960,8462,741,154540,80035,124,12803,1367,South,909.95,0.627,0.171,20.2
U00419,148302,5208,3573,221507,8001,4967,30437,1340,Central,176.34,0.35,0.036,18.1
U00420,253189,332,3982,794003,135229,2066,41923,3562,West,580.65,0.53,0.094,30.2
U00421,463754,4902,2273,2815804,75752,187,25778,4916,North,688.85,0.505,0.231,47.2
U00422,347146,7502,276,3831449,67092,9235,21977,4273,East,1200.33,0.47,0.446,42.6
U00423,383105,3457,312,2924220,111256,1669,29291,2715,East,908.5,0.371,0.215,38.5
U00424,290579,3826,3373,1024413,167050,2457,585,82,West,639.98,0.474,0.204,33.9
U00425,208547,6316,4644,3008737,965,3365,33124,4838,South,1445.02,0.431,0.142,26.1
U00426,99927,5990,4322,1154051,192154,4655,40249,1935,West,2116.34,0.294,0.339,19.7
U00427,432163,9030,2027,2305479,127600,6013,21031,3098,West,681.1,0.627,0.487,52.5
U00428,402072,2484,2487,4444713,109358,3103,32388,2134,West,1241.44,0.765,0.277,49.0
U00429,12599,2767,815,672716,10192,7923,14938,1488,East,5743.46,0.484,0.03,11.2
U00430,357717,1562,351,4374745,142245,1576,46823,1537,North,1421.78,0.441,0.136,36.6
U00431,42239,6652,3828,1354965,143991,9599,9192,2944,West,4912.22,0.602,0.172,18.5
U00432,369505,5338,2142,3351446,112083,8559,6886,2164,Central,1058.67,0.487,0.122,38.1
U00433,412985,3476,2484,1306377,160335,5998,46953,802,West,510.44,0.678,0.235,47.2
U00434,65572,6959,1716,820068,167736,487,25357,1908,East,2529.62,0.471,0.062,15.3
U00435,216946,3773,1565,2252014,167758,7288,20068,2257,East,1424.68,0.567,0.31,32.7
U00436,61920,1962,4927,1905745,65355,7043,40796,3139,North,3605.43,0.797,0.173,23.8
U00437,283662,5403,4081,2537331,134677,6214,14111,2231,Central,1131.88,0.704,0.152,37.0
U00438,463784,4369,3456,1180887,11463,2801,14780,999,South,266.98,0.419,0.36,48.0
U00439,40480,4059,1945,4891648,112314,4302,2627,2895,West,13471.06,0.666,0.241,21.1
U00440,198819,4452,3606,3359227,29192,4151,25910,4189,East,1763.0,0.236,0.06,19.9
U00441,486561,9142,1696,4203004,61512,6096,37560,1954,West,927.03,0.41,0.076,43.8
U00442,150509,2167,2579,3899655,135334,3310,49318,3181,North,3040.55,0.617,0.356,30.0
U00443,66151,2765,725,3620783,84922,4006,26387,2292,West,6115.3,0.756,0.219,24.2
U00444,244317,5654,3547,710668,172683,9079,3737,1507,East,644.28,0.3,0.091,24.9
U00445,254210,476,302,2940433,17411,4536,9548,4384,East,1190.94,0.445,0.219,31.1
U00446,331448,1467,3612,4489779,194386,5944,14068,4819,West,1647.83,0.451,0.444,41.1
U00447,156903,5667,3018,480551,141420,9110,44668,926,West,756.93,0.432,0.069,21.0
U00448,477813,5102,331,2314129,86102,9449,29034,3124,West,574.42,0.207,0.187,41.3
U00449,260535,6531,2530,921688,4936,5638,46689,4615,West,363.24,0.55,0.279,34.8
U00450,143258,1143,1113,3975029,8355,2651,42208,2700,West,2803.88,0.195,0.19,17.8
U00451,480144,8540,2380,4656893,82687,1004,44033,2706,Central,1056.0,0.678,0.197,51.1
U00452,462407,4860,64,258188,114489,8599,13988,4799,Central,179.63,0.72,0.278,52.3
U00453,249607,1558,3609,4006723,101242,5237,28048,3155,Central,1808.01,0.322,0.075,25.4
U00454,12478,3122,2549,1802905,59458,5663,3014,4249,East,16829.83,0.196,0.149,7.9
U00455,298488,2282,1811,4819493,130017,9532,18663,548,East,4696.451453900709,0.444,0.547,40.7
U00456,277621,4527,4378,73904,122854,3712,15654,2960,North,247.88,0.346,0.031,27.0
U00457,74146,4699,3224,957290,68639,1000,8094,751,West,1753.93,0.408,0.2,17.4
U00458,317005,4343,3047,3592423,65115,6734,3087,1043,West,1235.94,0.468,0.222,36.0
U00459,420404,4615,735,3892051,88557,9711,18862,3670,South,1031.11,0.264,0.164,38.0
U00460,52993,9080,2501,397254,148644,1699,3510,4353,North,2152.08,0.782,0.142,22.2
U00461,361675,9591,3503,800349,117475,9876,30608,4506,Central,383.69,0.322,0.08,33.4
U00462,70212,4904,4629,1691428,25423,5410,13869,3831,North,2590.04,0.637,0.345,24.6
U00463,374425,9630,3021,174116,184634,5607,11327,2608,West,293.06,0.272,0.141,34.5
U00464,209586,8186,861,3908743,40428,9597,5536,2187,Central,1961.42,0.462,0.022,24.4
U00465,3305,8201,3389,3348275,134394,3324,23198,862,Central,121604.51,0.54,0.182,15.9
U00466,483117,2264,373,3744832,3356,7453,8447,3937,South,778.61,0.477,0.369,50.7
U00467,83026,4389,1564,2348073,50886,86,28654,3990,West,3134.53,0.399,0.135,16.5
U00468,298041,3527,4586,3201448,112946,6713,49311,663,Central,1263.64,0.351,0.077,29.4
U00469,90775,973,4008,2863962,169452,155,36571,4590,West,4088.33,0.369,0.128,16.3
U00470,466514,760,4513,3470103,112550,41,5802,1664,South,864.46,0.315,0.146,41.9
U00471,369175,6228,1762,2252944,11012,3880,4567,3360,North,625.18,0.517,0.142,39.0
U00472,402190,4213,3414,3256156,191126,3726,43760,664,East,1047.21,0.816,0.116,46.8
U00473,216068,8258,3500,3226865,54459,7830,43349,938,West,1619.46,0.522,0.206,29.7
U00474,233717,6690,1229,3206379,72928,8915,18129,3038,North,1527.92,0.569,0.254,32.8
U00475,317168,860,4713,4362320,21630,9423,22803,2079,South,1409.49,0.666,0.317,41.9
U00476,392392,8383,4848,1748273,139253,6233,18854,164,East,622.98,0.36,0.099,36.7
U00477,423497,4966,551,4394543,89407,1547,29096,4700,East,1143.24,0.089,0.249,36.4
U00478,8967,5663,3826,140828,43913,6707,10430,4439,North,4018.66,0.451,0.081,11.3
U00479,331797,9657,2238,2430914,127385,4877,47015,982,South,924.61,0.621,0.194,39.5
U00480,54616,6404,3369,2209129,39198,5292,20196,3259,Central,4403.61,0.852,0.144,23.8
U00481,144001,232,2772,4340425,106199,5017,8398,878,South,3382.88,0.254,0.097,17.1
U00482,414722,1780,1114,227298,132725,8829,15050,3595,Central,214.82,0.67,0.014,42.7
U00483,125294,4269,479,1083759,162252,3803,44224,3517,Central,1512.45,0.502,0.119,21.2
U00484,398418,381,2565,2344336,138960,9643,14449,3736,Central,762.8,0.372,0.105,37.4
U00485,231530,1683,4186,4077249,113497,5399,40221,2729,East,2006.1,0.241,0.346,28.0
U00486,116358,7918,4112,2320394,6797,6878,38297,148,South,2023.38,0.333,0.095,16.7
U00487,167155,1436,1373,3194746,46533,9250,49701,1047,South,2050.43,0.565,0.369,30.4
U00488,265408,1678,4301,893607,115569,8145,7655,4954,East,4696.451453900709,0.695,0.261,37.7
U00489,382585,5051,1779,4716473,107284,4385,19652,3094,West,1373.0,0.0,0.232,31.4
U00490,303027,920,2807,3921308,106724,2042,42061,1731,Central,1470.14,0.552,0.125,34.8
U00491,466615,2564,1621,214920,147097,1377,6342,4685,North,203.68,0.335,0.184,43.0
U00492,433876,9376,2613,3521046,180978,3637,1711,2168,Central,1020.09,0.354,0.124,39.9
U00493,376689,6318,2646,647083,100590,6654,708,4280,South,305.3,0.533,0.338,43.8
U00494,301573,9635,3488,2797697,26909,7985,4109,4033,South,972.31,0.834,0.179,41.4
U00495,144963,3548,2359,3542214,88393,313,39629,62,South,2748.39,0.306,0.061,17.5
U00496,206315,6166,2641,4629542,50566,4620,17446,4658,South,2366.45,0.431,0.2,27.1
U00497,59491,2393,3256,352525,105819,9401,6829,4387,North,1481.91,0.135,0.072,8.3
U00498,187123,3792,2088,1435935,117946,8220,35195,4961,South,1082.53,0.538,0.403,31.9
U00499,463239,1754,2621,3451883,109611,9398,15300,3145,Central,863.47,0.312,0.242,43.5
U00500,212969,8334,427,1310161,116342,9569,6934,3500,North,888.33,0.765,0.07,31.6
U00501,56908,1848,4349,3562994,62111,921,49365,1357,West,6806.57,0.522,0.062,15.7
U00502,325982,2055,630,917179,35383,6810,29205,783,Central,335.63,0.393,0.143,33.5
U00503,481309,4643,4364,817907,170845,5508,22104,494,West,347.41,0.395,0.093,43.5
U00504,433751,4299,3801,2722198,80302,4772,46058,906,East,720.16,0.523,0.344,47.7
U00505,137074,3145,4738,3445503,41536,7973,11560,4856,East,2665.1,0.588,0.048,22.3
U00506,226975,3576,123,1026785,199076,9345,29488,1397,East,890.92,0.216,0.13,22.8
U00507,265531,2957,1085,4369770,6566,4645,37661,174,South,1658.03,0.42,0.096,28.9
U00508,123957,9127,261,4344477,69277,6486,293,3442,Central,3784.23,0.449,0.329,24.3
U00509,134382,5807,2087,406020,148298,4787,13577,947,West,853.91,0.492,0.296,25.2
U00510,118369,9198,4523,1521548,82174,6357,4793,2568,North,4696.451453900709,0.711,0.385,30.2
U00511,497290,9868,3831,2780604,168462,9702,26551,3366,West,728.53,0.165,0.309,44.3
U00512,373019,6512,3519,2454655,71779,8114,34024,2879,South,754.26,0.641,0.101,41.0
U00513,420436,8258,4242,1274957,128547,2305,7866,3797,East,456.12,0.523,0.07,41.3
U00514,408293,1116,21,2647553,85504,8668,7105,120,North,753.15,0.35,0.333,42.2
U00515,479573,9494,3938,4813894,93789,5263,23041,1355,East,1101.57,0.611,0.146,48.7
U00516,52683,4827,1560,1538232,99585,5843,19858,2047,North,3864.85,0.373,0.328,17.7
U00517,440822,7137,3454,1095117,195041,1149,5430,3693,South,469.65,0.088,0.324,39.1
U00518,33326,2460,3816,3692098,151979,4449,34071,2723,Central,13358.52,0.0,0.139,5.2
U00519,237736,964,3428,2853389,74152,3024,38654,3832,North,1356.18,0.207,0.18,24.4
U00520,297237,8850,2088,3460364,83324,878,21422,3715,South,1304.34,0.341,0.182,31.3
U00521,178962,4499,3057,3231892,81179,8509,18256,4019,North,2032.7,0.484,0.174,25.7
U00522,73129,1392,2343,3804055,147225,1291,8011,3051,North,6208.37,0.569,0.042,17.4
U00523,96191,6588,3141,3646376,118222,7164,15940,3776,West,4405.24,0.398,0.174,18.2
U00524,412340,552,2293,3029602,106886,7450,25362,3406,East,864.34,0.168,0.08,33.8
U00525,159396,4510,1970,2272444,86085,6120,49689,192,South,1695.68,0.374,0.198,22.6
U00526,155201,7047,1010,2300911,79688,8402,9278,1426,North,1739.25,0.406,0.178,22.6
U00527,461684,7207,1937,1326911,111059,1138,41485,4464,West,407.68,0.798,0.204,52.4
U00528,71978,4538,3606,2244585,166236,161,25108,484,South,4273.14,0.561,0.091,18.1
U00529,457637,3705,4351,3025032,193312,8506,27696,2827,East,872.22,0.119,0.495,44.3
U00530,460489,8385,515,3582672,12191,1832,15004,3837,North,791.25,0.387,0.169,43.4
